label,tweet
sadness,Selama 7 thn didlm duniaku oenuh dgn dirinya dan didlm dunianya oun mungkin penuh dgn diriku. Dunia kami berjalan sngt bahagia bagiku tp mungkin monoton bagi ibumu. Aku tau kdng ada masa aku sngt membosankan baginya dan dia sngt ingin pergi dariku. Aku tau tanpa dia hrs berkata
happy,"[USERNAME] Esbuah 5rb, bolak balik gojek 20rb, beli 4 es buah 20rb, jadi 40rb.. worth it lah asli drpd dikota yg jual ceban 1 aja udah jarang parah.. wkwkwk"
sadness,"lg di dlm kereta, lihat keluar jendela kaca cuma kelihatan lihat lampu2 kota,lgunya [USERNAME] the truth untold ini bikin baper maximal"
sadness,"Egoisnya aku pada saat itu, ku tutup semua mata telinga bahkan hati saat dia mungkin merasa dalam kebimbangan. Ku acuhkan perasaannya saat dia ingin mencari yg lain. Aku sngt egois bukan? Aku hanya memikirkan bahwa hanya aku yg bs melakukan segalanya baginya.ternyata aku slh"
anger,"Untuk kesekian kalinya complain via socmed selalu dibalas dengan ""template"" yang selalu sama dan tidak memberikan solusi. Apakah sudah SOP nya seperti itu?"
happy,"Abis makan di bumen, makan sosis padahal aliando blg udah kenyang dan dia mesen sosis mau yang size XL untungnya kosong dan akhirnya yang L. Gilasehhhh lo [USERNAME]"
sadness,Niatnya sih tidur Terus buka twitter Eh scroll twitter sampe nggak ada habisnya Iya kaya sayang aku ke kamu Ngak ada habisnya Sayangmu ke aku.. Habislah sudah :( seperti tida pernah ada
sadness,"Beda sama gue yang ada tugas dikit ngeluh, males-malesan kuliah, ujan dikit ga masuk. Kalau liat mereka bawaannya pengen nangis, bisa ya mereka tinggal di lingkungan yang maaf kumuh bisa sekolah aja udah seneng banget"
sadness,"Jujur saja saya sedang mengalami kejenuhan di zona yang sekarang. Mulai jenuh dengan keseharian, orang2 yg cuman itu2 aja, obrolan yg itu2 aja, dan semua yang itu-itu aja."
happy,"[USERNAME] Sekolah pangan mana kak? Hihi menyenangkan kaaan ikut kelas kayak gituan kak. Healing bgt sih buat aku ((jaaah salfook)). Wggwgwgw hooh kak, bahkan banyak hotel yg nyari tau kak. Buat dresssing salad. Gilingaaaan. Naik kasta bgt itu kemb"
happy,"[USERNAME] Wkwkwkwk padahal dalam 7 tahun udah berapa kali ke bandung tapi ga pernah ketemu. Tapi akhirnya ketemuuu wkwkkw b aja loh cil, jgn dilebaikan ya"
anger,"memasuki tahun ke 4 menunggu seseorang, eh ada yang lain dateng tapi ga tanggung jawab sama kelakuannya... besok kalo keluar2 pake rok aja mas"
happy,Nyesel baru nonton film romcom The Wedding Planner. Matthew McConaughey jaman muda membuatku bahagia hanya dengan melihatnya... tertawa... #halah #baperlevelcupu #ngayalbabu
love,Dan untukmu wanita yg selalu aju cinta dan aku rindukan. Selamat bertambah usia syng. Selamat bertambah keberkahan dan kebahagian hidup. Aku sdr aku bukan siapa2 lagi dlm hidupmu. Aku sdr aku hanya manusia asing skrng. Tp percayalah aku akan berusaha menjaga dirimu dlm hatiku
sadness,"Throwback video Launching lagu takkan terhenti disini, di tahun 2010, dimana salah satu kaka saya yg ada di video ini sudah meninggal 3 thn lalu. Hoek hiks. [USERNAME] [USERNAME] [URL]"
happy,"Countdown to libur lebaran, keknya w mesti donlot banyak drama. Kan udah lebaran yakaan ga puasa yakaan gapapa kan nonton adegan unyu drama korya yakaan?"
sadness,"enggak ada yang salah dengan meminta tolong ke teman, saya bisa sebut normal malah. tapi pertanyaan yg selalu muncul, apakah mereka hanya ingat saya ketika berkaitan dengan apa yang bisa saya lakukan? (ingat kalau lagi butuh bantuan)."
love,"Untukumu wanita yg selalu aku fikrikan. Bahagialah dgn bertambahnya usia mu syng. Semoga kau sehat, semoga terjaga iman dan islammu.jaga bahagiamu kekasihku maka aku akan merasa tenang krn mencintaimu dlm diam.Sekali lg selamat bertambah usia. Aku mencintaimu sampai akhir hdpku"
happy,"Jangan bergantung pada peruntungan. Senang dan tidak happy hidupmu tergantung kerja kerasmu. - Tulus, Mahakarya. Lagu kesukaanku. Biar ga males-malesan:')"
anger,"Jangan ngomong, ""kamu harus gini biar kamu sukses."" Itu kayak mau masuk SMA, kamu pengen ambil jurusan IPS, tapi dipaksa masuk IPA. Jadilah kamu anak yang salah jurusan. Rasanya gimana? Gak enak."
sadness,"Sama kayak hobi. Kalau orang udah suka sama satu hal, disuruh jalanin hal lain pun gak bakal bisa. Jatuhnya kayak bodoh gabisa ngapa2in. Padahal itu bukan bidangnya, yg berakhir dinyinyirin sama orang."
happy,"Sama kayak bahagia. Mau gimanapun persepsi orang tentang bahagia, kalau bahagiamu memang beda dari persepsi orang2, itu tetap bahagia kamu. Orang lain gak ngerasain, tapi kamu yg ngerasain ttg bahagia kamu."
happy,"Jangan lupa bahagia hari ini. Cukup jalani hidup dengan penuh bahagia. Ketika ada hal yg buat kamu sedih, senyum. Harus senyum :). Angkat kepala, biar mahkotamu tidak jatuh."
anger,"Sungguh sangat BEJAD...!! Anggota DPR, Wakil Rkyt, dibayar dgn Uang Rkyt. Malah menyalahkan Aparat/Densus 88. Dan mendukung Teroris."
sadness,"Kalau memang tak ada niatan lebih, tolong jangan terlalu baik padaku. Takut nanti menimbulkan baper untukku. Mungkin bagimu biasa saja, tapi bagiku tidak ."
happy,Selain permen jahe yg kenyal2 itu aku juga suka permen sugus... selalu nyetock permen sugus di kulkas. Paling suka sugus purple grape. Dari zaman masi TK sampe sekarang rasanya ga berubah... ngangenin 
anger,"Dah dua tahun doi jd spv jd dah biasa w tidur sendiri doi pulang subuh, paginy w kerja dia tidur, w plg dia udah brgkt. Pdhl serumah kdg 3 hari baru ketemu Gitu kok ya ada yg ngatain w posesif gabisa ditinggal, pgn w makan jd lauk samyang"
happy,"Lintasan Waktu - Danilla (2017) Nci panutanq keliatan true colornya disini, tp gue suka banget. Kayaknya rada2 keinspirasi sama Mac DeMarco lagu2nya, dan emg enak banget. Ga heran kmrn jadi nominee ICA tp sayang saingannya album2 pop :) w suka Entah Ingin Kemana, Laguland, AAA [URL]"
love,"Dan untukmu qyaraku. Jaga selalu bahagia ibumu. Jaga selalu senyum diwajahnya. Senyum yg selalu aku rindukan. Krn kau tau, skrng kau lah sumber bahagia untuk dirinya. Hanya kau lah dunianya skrng. Semuanya lasti dia lakukan untukmu. Aku percaya padamu sobat kecil "
anger,"Syukurin sih apa yg lo dapetin, jangan ngeluh terus apalagi update2 di socmed, gapenting bruh, kadang hrus mikir resiko dan konsekuensi yg lo ambil, face it or fake it lah"
sadness,ada saatnya sakit hati itu kita nikmatin dengan cara kita. menangis salah satunya. gembira pun bisa jadi alternatif lain. yang terpenting semua itu bisa kita lewatin walaupun gagal.
anger,"Input absen mahasiswa ga pernah balance, kesel sendiri. Kepala, mata nyut-nyutan karen harus super teliti dan gw kudu ngulang2 lagi gara2 ga balance itu"
sadness,Tadi pas diajakin makan akunya emang lg eneg bgt. Pdhal buka puasa jg minum air putih doang tp perut eneg bgt:( giliran skrg aja laper bgt manusyaaa~
happy,Malam malam masih makan juga??? Efek perut kunyel kunyel kepengen diisi ya kayak gini Dinikmati wae Yo #anakperantauan #anakkost #maklumlahyo
sadness,"Aku malu, aku hanya duduk diam berpangku angan Kini sabdanya sering terngiang Aku mati dalam angan angan Tak mampu berdiri dalam balutan kegelisahan Aku tak berdaya dalam keada Dan kini terseok seok dalam lautan Lautan kerinduan Kepada Mu Aku rindu."
anger,"[USERNAME] Memahami bahwa memang benar, yang pernah bikin kecewa gak selayaknya diberi kesempatan lagi. Kasih dana umum aja kali kali zonk dapet kartu biar masuk penjara. Huuhhh kzl."
love,"Kangen bgt deh aku sama Maw, baru brp hari ga ktm aku udh kgn nih sm Maw sayang bgt sm Maw smg kamu dpt yg baik2 trs ya Maw aku gamau cantik aku disakitin nih calon lawyer aku nih "
anger,"Jenis orang yang bikin males dari awal ketemu adalah yang seneng banget nyombongin diri sendiri. Ya mungkin sebenarnya karena dia nggak pede ya, jadi butuh pengakuan. Tapi males banget nggak sih ngobrol sama orang kek gini, meski pun dia cantik/ganteng banget?"
anger,"Selama gue jd Head of dept sampe jd GM Hotel , gue paling benci and langsung kepala gue bertanduk kl ada anak buah gue ditanya jawabnya  ga tau, sekali gue maafin, kedua kali ketiga dst masih jawab GA TAU? plaakkk #%\?+=*%"
happy,"Pulang kerja jalan ke GI makan jalan ngobrol ketawa tawa pulang malem tapi milih buat nongkrong lagi di parkiran pom bensin samping Sency lanjut ngobrol ketawa tawa, staring at each other lalu dicium kening lalu pamit pulang. Sungguh kebahagiaan itu sangat sederhana."
sadness,Wah klo ini aku nih yang suka nangis & berantem sm cowokku. Kadang w malu sama tetangga depan wkakaka tp yaudah lah ya cuek2an aja hahaha tapi gue gak smp pindah sih
sadness,"Wkwk yasama halnya kan, kayak menyelipkan pesan dalam tangisan tu lebih ngena drpd dalam bentuk gelak tawa. Jadi kapanpun kamu kepikiran ya kenapa engga dituliskan aja gitu -sampekengtay dalang , dialog terakhir yang tak sempat terukir did"
fear,"[USERNAME] Iyaa nci .. kdg suka mikir klo hidup dh pngen yg Macam2, emg esok2 msh dikasih nafas sama Allah? Mudahan kita sllu dilindungi aaamiiinnn"
happy,Hahahaha belio kamera sing topcer trs ak nek ke lombok fotoin yak trs edit yg maximal ga langsing gpp asal bs jd kaya chelsi islan lah dikit dr samping jg gpp *siap2 dipiusi
happy,"Alhamdulillah segala puji bagi Allah Tuhan semesta alam, terimakasih masih di beri nikmat sehat,rezeki,umur panjang. #happy25 #thanksfam #thanksdear"
anger,"Orang yang suka maksa juga bikin ilfeel dari awal. Sering banget kalo ngomong pake kata ""harus"", ""sekarang"". Yang buat dia ""harus"" belum tentu penting kan buat kita? Lagian, kenapa juga harus selalu ""sekarang""? Ngegaji aja kita belum tentu boleh maksa, right? Bhay. [URL]"
sadness,"Oiya ketinggalan, sosis telur. Jauh2 ke pasar wadai, nyampe sana eh sdh habis. Besoknya balik lagi. Sama pengen bakso isi super pedas juga kehabisan, yg ini belum kesampaian"
sadness,"pembimbing itu rupa-rupa macamnya. ini pembimbingku!: 1. bikin grup WA bimbingan 2. gapernah ngadain bimbingan 3. h-2 bulan baru menanyakan progress 4. tidak pernah membaca/mencoret, hanya mendengar dan menyimpulkan kita harus gmn 5. tiba-tiba blg dateline skripsi minggu ini."
anger,"100/70 fix darah rendah, trus gue tanya ke mas perawat. ""Mas badan gue kan gede,masa iya darahnya segitu"" Mas perawat nyaut ""itu badan kebanyakan lemak,darahnya sedikit"" Si anyiiiiing"
fear,"Dua teman sudah menikah, dari dua temen tersebut mereka pindah agama semua. Satu muslim ke Kristen dan Hindu ke muslim. Semoga saya di beri jodoh yang seiman dan sejalan."
happy,"Cak kalian tengok langit malam ini woi, cari bulan. Cantik sekali bulan malam ini, besar dan setengah penuh, berbinar binar seperti wajahku"
happy,"Pengen rasanya pacu fisik lagi, biar tetep terjaga tapi puasa gini bikin labil, persiapan puncak mandala dan diksar wanadri semakin menjauh tampaknya, ayodong semangat!"
anger,[USERNAME] Waduh mas mas omonganmu kok koyo gt seh. Gak semua kaya gt. Orang kalo ga dikeplak duluan yo ga bakalan ngamuk kok. Wis talah gak usah bikin twit kaya gt. Ga da untungnya juga. Bisa menghasilkan uang po? Gk kan.
sadness,"Kini, kemarau berkepanjangan, setelah berbaris-baris doa kau kutuk hujan. Barusan, ku dengar dalam tekukan lutut mu sungguh gersang hidup ini."
anger,[USERNAME] Coba dikasih jelas ke [USERNAME] dan pasukan nya.... biar ga ngebubarin pengajiannya Ust [USERNAME] dgn alasan HTI ormas terlarang [URL]
happy,"Masih ada yg order dress ke gw, walau ngga di posting di manapun. Bahkan akun shopee aja lg diliburin. Tapi doi tetep mau order, via DM IG pribadi. Boleh terharu ngga?"
happy,"Untuk sebagian orang, lagu ini mungkin alay. Tapi ini lagu pertama yg ai bawain pake sound dan panggung yang lumayan bagus. I was nothing back then"
happy,"Berangkat pagi2 ngajar ampe jam 10, lgsg cus mau ke kampus, pesen gojek 3kali krn kejauhan dr sekolah mau ke halte busway, trs panas2 terik macet sepanjang jln karena lg bnyk penilangan. naik tj Alhamdulillah dpt duduk, 2jam perjalanan mac"
fear,"Heran si, orang stres begitu masih berkeliarab d salemba. 2minggu yg lalu juga abis pukul anak cowok juga, kaya gitu mana ada yg mau betah d Salemba. Tp emang si RT RW lebih cepet nanggepin keluhan warganya."
anger,"[USERNAME] Lah bukannya aku pernah menawarkan diri ke kamu sejak tahun 2016 /2017 lalu, saat kamu masih kerja sebagai Sales Force mobil Honda dan sampai pindah ke Suzuki dah menawarkan diri kog itu, tapi MALAH kamu blokir WhatsApp aku."
sadness,Astaga bru bbrapa minggu ga ada kabar klian bareng2 event gtu kok ya kangen miss you so much guys
happy,"tadi tiba2 berdoa ""Ya Allah kalo emang dia bukan buat aku/ga baik buat aku tolong tunjukanlah malam ini juga"" ga sampe 2 jam udah dijawab sama Allah, MashaAllah:"") Alhamdulillah:"")"
sadness,"[USERNAME] pake arkana? gue gabisa main tapi selalu diajarin. terus jadi inget, sampe set-nya, TI 2018, dendi, miracle and etc :( td sore abis streaming. eh ga nanya ya......"
love,"waktu itu awal kelas 11, cuma karna duduk sebangku, gua bisa langsung deg degan dan jatuh hati selama 10menit, sama orang yang dulunya guaa kira freaky abis."
sadness,"Hari demi hari chatting, demi chatting obrolan semakin pendek balas pun semakin lambat. Hingga ketika kamu menghilang tak ada kabar, kita akhirnya menjadi orang asing. [URL]"
sadness,"Ada aja yang nyinyir tentang hijrah ""Kamu hijrah cuma pengen mndapatkan yang baik. Dengan modal dalil yang baik akan di satukan dengan yang baik"" Hmmm bingung deh sama orang yang sepertinya gk happy melihat orang lain merubah dirinya untuk mnjadi lebih baik "
anger,pagi-siang dibuat jengkel antri lama di rsu. siang-sore dibuat jengkel salah paham dan buru buru ke solo sore-malem dibuat jengkel mau kesebuah lokasi ancer2nya gajelas selepas taraweh bareng fisika 2014 jengkel dr pagi ilang lgsg mood balik. bikin seneng 
sadness,"[USERNAME] akunku sudah dihapus.... pengen main lagi!! nanti deh kalo udah bisa merhatiin perintilan lain selain kuliah ((anaknya munetan, liat notif grup numpuk dikit aja kudu dibuka. makanya mending leave sekalian)) ((kok curhat))"
happy,"Pokoknya begini saja, tidak ada yang menemani senikmat dan sesetia kopi ini, terimakasih sudah selalu hadir mendamaikan hati ini. Padamu.... Aku berbangga. Hehehe [USERNAME] [URL]"
sadness,"Di line ada lapak yg lagi rame berantem bahas ""orang jawa yg ngomong pake gue/lo"" trs yg bikin status pake bahasa jawa,yg komen jg pake bahasa jawa, lalu aku termenung karena aku tak mengerti:("
happy,Jadi tadi ada yang habis intern hari pertama terus kita berjumpa deh. Terus seneng banget karena dia udah siapin topik buat ngobrol seoptimal mungkin dengan waktu minimum. Terus topiknya bikin gue emosinal abis sampe mau nangis tapi harus tahan karena di mcd. Too sweet to be true
sadness,"Bukan gw yang ga mau ikut bukber, tapi dompet yang protes ""bukber mulu lu gw ga di isi isi, dompet gendutin, badan lu kurusin jangan kebalik"" Oke sip besok ku lembur baghai qhuda"
happy,"Tapi seneng juga karna [USERNAME] secara langsung merilis mini album pertama. Rilis 6 april, pada waktu perkuliahan semester 6 dan terdapat 6 lagu di dalam EP tersebut. This how it works."
anger,Rada kesal Sama tamu yang minta di kasih discon Okey gua kasih Giliran mau Lebaran Lu PD kabur semua Anjir gua harus belajar tega kayaknya
sadness,"[USERNAME] [USERNAME] Pertanyaan tak akan habis kak. Selanjutnya bakal ada kapan punya anak, anak sudah bisa apa, anak sekolah di mana, blablabla. Kau pasti bisa melewati itu semua kak. Good luck "
sadness,"Mendekati jam 12 malam gravitasi kasur sangat besar, tapi mengapa grup angkatan ni kalau jam segitu baru mulai membahas topik ujiannya yang lebih kompleks dari topik saat malam harinya.. Well"
anger,"[USERNAME] Kamu mending seperti [USERNAME] saja... kampanye nya 4 masalah saja INTOLERAN, ANTI KEBHINEKAAN, ORMAS RADIKAL dan SAYA PANCASILA... wes ojok kakean macem-macem sebab tambah keliatan GOBLOK mu bro.. [URL]"
happy,"Selamat ulang tahun, Bosque! Sepurane telat. Semoga2 sehat selalu, dilancarkan karir & jodohnya, diberi segalanya yang terbaik oleh Allah sebaik-baiknya orang tua memberimu yang terbaik selama ini. Aamiiin"
happy,"Menurut gue cukup. Gue gaji di bwh 5jt segitu udh bisa nabung (target gue min nabung 1jt/bln). Kantor gue di slipi. Kosan gue di toamang ya kalo naik ojol pp 14rb. Kosan 750/bln tempat nya layak bgt, di cuciin pula"
anger,"Jadi waktu dulu ada yang ember ngasitau ke orangnya klo kita suka ama dia dan brusaha ngomporin supaya dia jangan sampe suka ama kita. Duhh pdhl klo kita mau bales mah situ udh masuk penjara kalii, sbagai otak pencurian hp temen sendiri di choir"
love,"aku tak' ingin menggenggammu seerat itu, jika kau adalah sebuah harapan, akan kusederhanakan dengan caraku meminta kepada TUHAN... [URL]"
sadness,"Langkah kaki datang dan pergi Kini tak ada lagi Sisa air mineral dalam botol Tak tersentuh lagi Bangku antrian yang kosong Tak berpenghuni Melihatmu datang dari ujung koridor Berjalan tegap dan cepat Mata mu bersinar senyummu berpendar Aku tahu kamu rindu, begitu pun aku!"
happy,Dlu sering ngumpulin uang untuk main diwartel buat telpon boneka poci yg bisa bahasa inggris sama indonesiamitosnya bisa disamperin #OldMoneyGakNgerasain
sadness,"Jadi, ini hari ketiga gue kenak gondongan. Auk darimana asalnya. Udah gerah ini rasanya tiap malam gak bisa tidur karna nyerinya sampe ke kepala"
sadness,Aku kira dengan aku datang mencoba untuk menyapa menemuimu dan berusaha untuk berbuat baik bisa memecahkan celengan rindu ini. Tapi ternyata aku salah semua telah berubah kau telah banyak menghabiskan waktu bersama yang lain sehingga lupa akan rasa rindu ku yang ku miliki untukmu
sadness,"Tak ingatkah kau dulu pernah berjanji bahagiakan diriku selamanya. Tam berartikah cinta kita yang lalu, hingga kau bersama dengan dirinya. #recehkantwitter [URL]"
anger,"Ada yg teriak2 Indonesia di serang TKA asal china, padahal ada wan abud yg order plastik sampah sampe Jerman...9M bisa bikin pabriknya kali ya...#goindonesia"
anger,[USERNAME] [USERNAME] Waketum Gerindrong Dongo Instagram menghapus secara sepihak karena kalian telah melanggar hukum ( Foto2 didepan Kabah itu melanggar hukum ) [URL]
happy,"saya selalu menunggu saat pagi dimana manusia itu mengirim pesan singkat yang isinya selalu sama ""hari ini ada PR apa?"" pada sekitar pukul 07.30. dengan bangganya saya merasa satu-satunya gadis kepercayaan-nya di sekolah, terlebih lagi dia sring curht mslh kelurganya."
sadness,"kalo gue sik emang abis kehilangan seseorang yang deket, ya bisa dibilang cuman tahap bangunin sahur-zone lah, ahhhhhhh sial, tayo tayo!!! bener apa kata u bang emang jadi gila."
sadness,"[USERNAME] kalo gue sik emang abis kehilangan seseorang yang deket, ya bisa dibilang cuman tahap bangunin sahur-zone lah, ahhhhhhh sial, tayo tayo!!! bener apa kata u bang emang jadi gila."
anger,[USERNAME] [USERNAME] Inilah Contoh Manusia Yg Buta Matanya.Udh Tau Ok Oce Dn Dp 0% Hanya tipu Muslihat.Mau Di Bilang Ada Paktanya.Udh Ga Waras Ya Loe.
anger,[USERNAME] sulitlah dipercaya ocehan si rusdi nasution penjaga toko mas [USERNAME] kimak tukang bikin hoax ini.. Tarkul aja sana ko lae nasution
fear,"Buat teman teman yang kuliah di bidang kesehatan, pernah ga sih kalian ngerasa insecure sama masa depan? Contohnya gini: gue kadang ngerasa was was gitu, apakah nanti dimasa depan gue akan menjadi dokter yg capable?"
fear,"[USERNAME] [USERNAME] Biar saja mereka, asal jangan kita. Naudzubillah berat pertanggung-jawabannya. Yg jelas gelar, tahta, harta, kedudukan / jabatan ""TIDAK DIBAWA MATI"" semua akan jadi 1 panggilan akhir yg melekat yakni alm. / almh."
happy,"Dulu dapet tugas kuliah translate 1-2 halaman waktu seminggu aja udah sambat ga abis2 tiap hari. Sekarang, dihajar translate berhalam halaman dengan deadline less than 12 hours.... Tentu hanya BU lah motivasi dan penyemangatku saat ini hehe"
sadness,Kalo udah tengah malem gini otak sama hati kok rasanya empty bgt. Saking emptynya sampe ngejurnaling soal kepatah hatian. Eleuh eleuh luka kok dibanggain muluk sik neng
happy,"Terkadang teman saja tidak cukup, kamu juga membutuhkan keluarga di tanah rantau. Thankyou for being my second family here guys, cuma di depan kalian aku bisa ketawa puas dan gak jaim."
sadness,"seharusnya saya paham, saya hanya sekedar diizinkan bertamu dan bercerita. bukan untuk menulis hal baru dari kertas yang ada, saya hanya sekedar untuk menceritakan dari buku yang sudah saya bawa ketika buku itu sampai dihalaman terbaik ya sudah habis waktu saya dan harus pamit."
sadness,"tapi tidak, saya malah lebih memilih bercerita baru dan lebih banyak namun waktu mengizinkan saya untuk tau sampai mana tinta itu habis dan sampai mana buku itu akan ditutup kembali. tepat beberapa hari lalu, buku itu harus ditutup dan saya harus bergegas pamit."
happy,"Eheheheh ini apasih dari minggu kemaren tema semesta saya soal nikah. Ga kepemgen sih,tp ya kalo diliatin mulu soal yg begitu, kan saya jadi kepo........ternyata.....seru juga kalo diliat"
happy,"biar pulpen itu menjadi kenangan dan ingatan bahwa saya pernah datang untuk bertamu dan bercerita hingga menulis. senyum yang tidak akan pernah hilang dan tawa yang selalu akan saya ingat, terima kasih. mari kita menutup hal itu dengan lagu ini : [URL]"
anger,namanya jg org sirik dengki yah gitu deh skrg mah hidup cuma bs berharap Tuhan Yesus kasihan sm gw aja ..krn hidup aja singkat gini..gw jg ga jahat sm org..malah org2 pd jahat sm gw masa cuma pingin pindah ke Kanada aja dibilang ngayal ketinggian omg ..very confused me
love,Jika kasmaran adalah narkotik. Maka kau adalah bandarnya. Dan aku bagaikan pecandu yang rela menggadaikan jiwa demi menatap matamu sekali lagi. Garis Waktu [USERNAME] Pengen ngetag nama orang. Hanya saja... Ah Sudahlah
anger,ya elah gw jg ga mau kog hidup di tngh2 kelilingin sodara2 mama gw yg jahat sirikan gila jahat dengki bocengli najisin bgt ga sudi ..gw ttep hrs pindah ke Kanada sm hubby gw yg udah mapan n mature donk
anger,Wah keliatan Gobloknya Kalau bgtu bangsa kita. Masa Waste System hanya tempat sampah dari jerman [USERNAME] [USERNAME] [USERNAME] Tolong gub+wagub temuin Mas [USERNAME] Sy sudah berikan konsep penanganan sampah scr integrated ke Beliau. Rencana sy presentasikan [URL]
love,"Rindu ini mulai mencair, sebentar lagi menguap. Peluklah kasih, erat. Pasrah seakan jiwa kita ikut terbawa.~Tunaikan. #twittmalam #twittrindu"
sadness,"Kadang suka miris liat jalan di daerah2 ""pelosok"" yg dibangun sama Pemerintah Pusat. Gak nyediain pedestrian pisan."
sadness,"Baru tau, ada suami yang segitu cemburuannya. Isterinya ada tanda bekas digigit nyamuk, dituduh abis dicupang orang lain... [URL]"
anger,"[USERNAME] biasanya jam segini sinyal bagus... Nah ini tetap aka buruk, Sama kayak d siang hari.... Semakin hari Kualitas Sinyal Smkin kacauu"
love,"Alasan nama ria dan manusia bernama ria ini ada adalah tertawa walaupun dalam keadaan sedih sekalipun.kata 2 org tua itu.thanks God, i cintad them."
happy,"Kerja kantoran di Malang itu rejeki. Jadi seksi sibuk utk temen-temen yg mudik ke Malang, setaun ga mesti bs pulang sekali itu rejeki. Rejeki yg susah dinilai pake nominal gaji segede apapun.. Alhamdulillah."
anger,[USERNAME] kamprettt slain otak kriting otak jungkir balik yg sll koar2 tdk konsisten dgn perjuangan dr thn 2015 capres n cawapresny prabocor gatot n prabocor tgb skrg mn nol besar 2018 koar2 lg ganti plesinden hedeh kamplettt begok napsu aj lo
anger,"Padahal udh cuma diam aja. Masih di omongin. Apalagi ndak diam ya. Hahah bagusan sih ndak diam diam. Ngoceh aja sih, jatohnya sama aja, DI OMONGIN"
happy,"banyak banget yang nanya pas tau di hape ada apps twitter 'emang masih jaman ya main twitter?' 'yaelah hari gini main twitter ngapain?' 'ngapain main twitter coba', hehe, cuman bs gt sih, ya senyum aja kalo balik lagi main twitter :)"
anger,"Lu pengen nonton film dibioskop tapi ga punya tiket, terus lu boleh gitu ikut nonton? Ya gitu lah kalo paku payung dikasih nyawa, udah ga ada tiket tapi tetep maksa, TOLOL sih"
anger,krn jujur ga lg2 dihina remehin hina sodaraw dari pihak mama gw..ada sepupu setan dengkii smua si lina gw sumpahin segera mampus sok kaya belagu merasa kaya bgt kali norak ga lama lg kebongkar dia tipu2annya mau liatin aja bakal seterusnya sukses dia ahahhah najisin tuh sepupu
happy,"Mau Ngucapin Happy Birthday yg ke 24 buat Nursehah [USERNAME], semoga berkah umur, murah rezeki, sehat selalu, makin rajin ibadahnya & tetap jadi wanita kuat yg menginspirasi bnyak org. Wish u all the best girl  #IniSahurTIKETCOMHariKe20 #Netmediatama [URL]"
sadness,"'lah Ken dimana?' -- pertanyaan paling gokil, apalagi pas ketemu itu diulang2, mbok ya kalau kangen doi chat, ya aku mana selalu tau Ken ngapa2in :(( ya kalau aku cemburu kami chat, itu hakku, tapi kalau kamu mau chat juga hakmu."
anger,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Klau Berita Posttingan Si Juned Ini Benar.Trus Yg Mnghadirin Acara Itu Siapa.Mas.Anda Jngn Pura2 ediot.Udh jelas2 Yg Menghadiri Acara itu Para Politikus Pecun
anger,kapooook ga bakal gw mau ketemu kumpul sm.sepupu bangsaaat anjrit penipu korup aja belagu sirik dengki anjiiing lo ga lama lg mampus lo liat aja rmh cicil hasil nipu sampe kapan liatin aja hahaha ..God never sleep
anger,tokoh n capres abadi org yg gagal d masa laluny berarti org itu paling d benci allah itu hny prabocor krn otakny jg bocor bocor bocor pengikutny ap lg otakny moter2 [USERNAME] [USERNAME] [USERNAME]
anger,atuh kristen jahat lo mah mampus mah ke neraka lo am laki lo penipuan aja korup bangga najisssin bgt lo sialan .gw nikah sm duda tajir mapan ga [URL] undang lo catat liat aja .gw dendem sm kata2 lo sepupu iblis cln penghuni neraka
happy,Abis fotocopy jilid yang menggelontorkan dana sebanyak lebih dari setengah juta. Si owner dengan baik hati menawarkan tumpangan untuk diantarkan ke rumah. Waaaah alhamdulillah!
anger,"[USERNAME] [USERNAME] [USERNAME] br keluar goa ya? lu ga tau presiden lu diancam bunuh, dikacung2in? ma bicah pula. viral video nya. ga mgkn kalo ga tau. parah lu"
anger,sama.adiknya jg tuh si lita gw ga mau akrab2 lg coz mama gw benci bgt sm dia maklum mama gw sodara keluarganya ada keturunan saraf jd yah gitu kebanyakan yg jahat sialan dengki sm gw emg sodara mama gw
anger,"Paling kesel sama orang kalo lagi duduk lesehan gitu padahal masih lega, tp dia lebih milih deketin kita trus niban dengkul kita sama dengkul dia [URL]"
anger,Situ mo ngelacur di mana n dibayar berapa bukan urusan sini ... sini cuman gasukak kalo situ salah gamo minta maap .. etapi bukan urusan situ jugak si sini mo sukak or enggak ma situ ...
anger,sbnrnya gw tau mama gw.tuh si daniel aja disetujuin kl gw pingin nikah ama bule ttep asal bulenya dia tau keliatan dpn mata dia .tp daniel kan kl mau sm gw jg mau numpang hidup doang woii ga deh amit2 7 turunan ga deh jgn geer lo daniel gw ga bakal milih lo gw mau cari duda mapan
anger,"Sekelas emerson masih gitu kelakuannya, apa lagi klo bukan kerna kebencianya, sehingga lupa klo yg diketawain ternyata junjungannya...son...son..gagal maning"
sadness,"Kecil aku dulu jaman orba, sering kalo lebaran gini diajak ibu kepasar beli baju yg aku suka pasti ga kebeli, ibu nawarnya mentok bgt biasalah ank banyak dan ekonomi tak menentu waktu itu."
happy,Ini orang ajaib sih..tadi bisa juga becandaan receh gitu sama dia. Gue nyeletuk ngomong apa gitu trus dia tau2 ngakak. Kaget saya. Tapi seneng.
